image,nose,left_eye_inner,left_eye,left_eye_outer,right_eye_inner,right_eye,right_eye_outer,left_ear,right_ear,mouth_left,mouth_right,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_pinky,right_pinky,left_index,right_index,left_thumb,right_thumb,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,left_heel,right_heel,left_foot_index,right_foot_index
00000000.jpg,-161.83839089964482,-160.1127285330796,-159.79296578200524,-159.44613692930565,-160.1868113784764,-159.9257588812308,-159.63122400144343,-156.27767028651272,-156.50632674072082,-161.10951949233467,-161.21701865365299,-155.1180655717827,-151.0010475041579,174.53700770401292,179.87055032415793,149.51648240856937,155.02118523504964,151.32825220948612,156.4223717085596,153.14665899176688,156.44773318078018,152.58781362305223,155.5549046803595,-103.7542281481495,-101.18049856257369,0.49869830600701276,-1.8184888981643215,12.086440085626792,11.442811541627094,11.140747101373456,10.786040434733737,25.46177482812873,25.29117098755297
00000001.jpg,-157.95600915044727,-155.38902375150536,-154.92891635865448,-154.39635006161902,-155.80676906760127,-155.62574096524432,-155.38828681597045,-151.1788984491789,-152.33644003835718,-157.3994426753566,-157.89810762352909,-151.8397161920992,-155.36253719425403,170.7876898834909,178.9583097824941,145.15529966016874,157.90161603505481,146.29358582408963,158.2444398071982,147.7295910423861,157.07193200074423,147.70865599938222,156.14485140976925,-78.52401789619495,-106.50302333637508,5.76868924934507,1.9406867951524045,12.176295520870179,10.587855848869983,10.053358691094555,10.102025489934945,23.53555798801884,23.06803297241155
00000004.jpg,-14.016634842888575,-16.107317641771143,-16.475917027196765,-16.8791440626873,-16.228969438843738,-16.649418488380572,-17.09318099810419,-20.290346018278214,-20.59035484909999,-14.95215161736964,-15.358468323722308,-29.412224653250238,-28.511831687600797,-3.5436989195535586,-2.0179515119270466,27.838489078969257,31.328474129551154,25.810235282014116,29.712376009795996,26.023568204532214,28.290147255262333,27.018808292370505,29.027809134871696,-82.57610751335389,-82.4728741646826,-175.22125577490513,-178.49568380370303,170.1186011541919,169.09460919385003,171.4598407277169,170.31080136353594,158.89416310571576,157.9943226847579
00000005.jpg,-161.28952375968572,-159.40574883297543,-159.11625596940686,-158.75445889443358,-159.34967019326055,-159.04795023443793,-158.67503845806436,-156.14216226637765,-155.65138252877958,-160.8789218463865,-160.75528631291732,-156.20538227839975,-149.50167162894292,174.38292843728973,-175.21315343323892,152.8077568693139,162.47894075376806,152.76215107892898,164.641633009447,154.19919662754964,164.2893805261741,154.01170065443205,162.76166525298552,-93.14443577773963,-92.46156012075483,-15.267150047184236,-17.658357353157236,7.901070965574619,6.022201531666911,7.7567072575604765,5.943516577935083,20.67335738099277,18.79627944420902
00000006.jpg,-160.37499108073064,-158.52167372140374,-158.16170795056942,-157.77049064736795,-158.62457997736752,-158.34483403822392,-158.0137102449913,-154.71513716684242,-154.690174533194,-159.56443925100785,-159.6501590222565,-156.78274724282963,-149.16904133730975,172.73628963412781,-175.199689465475,149.86609323146905,160.22783023637945,151.10463487041218,161.195822418304,152.48958314170048,161.33271488905734,151.92384731517816,159.97001592334894,-96.86272549657872,-96.66247732538868,1.7729318575877557,-1.1013350379805247,14.003312088871343,11.88832082179437,12.844232120158203,10.821644090323794,24.787565813309445,23.153460628309826
00000007.jpg,-163.09432504487847,-161.5297103005515,-161.1031183338806,-160.67577197926,-161.77151308083626,-161.5190218176702,-161.14850118422882,-156.43625896289916,-156.6653428150721,-161.435337620865,-161.55249158252946,-150.35690953079006,-145.54737659259044,169.35975775484835,-168.7463232191661,135.64070496879822,163.88391453412035,136.76557227920577,162.56633247931197,139.49810173689036,161.48723452122957,139.7725916310305,160.8369504596976,-71.2498573527208,-87.22027085838207,-25.9962714634616,-35.335818598392,-5.103062303028903,-13.071682245244352,-5.5108428016744355,-12.355705353112507,6.749217683648218,1.7586613598631682
00000008.jpg,-17.694522293281892,-19.962075438480408,-20.227879245537064,-20.540257343250612,-20.12545186391997,-20.488688118159192,-20.916176747367942,-23.733973625379356,-23.63440062335763,-17.559804715410703,-17.99252995269896,-28.692585057066214,-23.720404714920715,2.3912790011874447,4.958269542747933,29.08126315996723,31.082437136203417,27.505313183079696,30.081975652422777,27.251294684423684,28.823464301672313,28.224614352659056,29.402301245012303,-73.24958984249639,-66.25786020575975,-167.93143198519277,-169.4590086487159,-179.33807914952163,-179.62541448407293,-177.63576398616576,-177.5951633311107,168.62627017006355,168.02387275803957
00000010.jpg,-163.81572569860504,-162.54103054424797,-162.17406070871192,-161.7698677072169,-162.78453972038116,-162.58257426363505,-162.3544672118365,-158.30962206343534,-158.8398976910676,-162.10818466794018,-162.53729706892153,-153.19360233169326,-151.11615388798378,178.02984579684662,-178.2090353821117,154.62243577236782,159.15563256430542,156.09509197791834,160.97066060515172,157.41731649425554,160.74949664964353,156.6114551371575,159.69479707261965,-98.6294151503142,-100.17121711082795,-6.157562932515721,-7.608496368387518,9.53235081083802,8.269156781208384,8.410912856564057,7.376666495682807,21.979219089595677,21.01462675753401
00000011.jpg,-162.3540620483309,-161.10731286542446,-160.72289223108342,-160.3492143089309,-161.26086845466418,-160.9783428306555,-160.6765832501683,-157.05197408172256,-157.34271398832675,-161.21973035877377,-161.465410440139,-154.24419706128688,-150.82780194273462,178.05121306522233,-177.06013166060285,155.08323877294674,156.20596180635218,154.8418249222458,157.3574171463338,155.59086035362324,157.01134078712428,155.418944986074,156.25964952523026,-115.41293652835736,-107.71506258574216,-3.902506823734029,-7.887073627175139,13.363329446536365,11.669541034453262,12.58548383460158,11.193727453338683,26.901656739558383,25.687349736001313
00000012.jpg,-157.59714365687393,-155.92716787960202,-155.83502178262106,-155.75027206497765,-155.8489677821022,-155.70956472762143,-155.5971485240972,-154.93592664084613,-154.50436181443072,-157.7494114718195,-157.6572489395178,-155.6514381086839,-151.51122175457593,174.75214119090555,178.33812111791357,148.4394656720091,151.53574101218635,150.2005209159171,153.69468131392867,151.4216445653872,153.45078162569638,150.78055308432369,152.4923554902601,-117.70280803103587,-106.80473185306285,7.227930363826426,5.155907025947202,13.665826774953297,13.276643212673422,12.023730682859942,11.894016398674157,27.039761320413593,26.11469390791734
